"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Test_Case_5 (10)";"Code_1 (10)";"Code_2 (20)";"Code_3 (20)";"Total_Marks (100)";"Comments"
22MT10061;0;0;0;0;0;10;10;0;20;The code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22NA10022;10;10;10;10;10;10;20;20;100;Keep it up~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30042;0;0;0;0;0;10;10;0;20;The code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22NA30011;10;10;10;10;10;10;20;20;100;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MF10045;10;10;10;10;10;10;20;20;100;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC30047;10;10;10;10;10;10;20;20;100;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC30007;10;10;10;10;10;10;20;20;100;Great Job~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MF10007;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA10003;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MT10023;0;0;0;10;0;10;10;0;30;Incorrect output for most of the test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=15~~~~Exp OUT:~~Output after deleting 15: ~~5 10 20 25~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~n=5~~LL[n]=5 4 3 2 1~~m=5~~~~Exp OUT:~~Output after deleting 5: ~~4 3 2 1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 5: ~~IN:~~n=1~~LL[n]=2~~m=2~~~~Exp OUT:~~Output after deleting 2: ~~ ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22ME10045;10;0;10;10;10;10;20;15;85;Incorrect output for some test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 15 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22AE10034;10;10;10;0;10;10;20;15;85;Incorrect output for some test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 4: ~~IN:~~n=5~~LL[n]=2 4 6 8 10~~m=10~~~~Exp OUT:~~Output after deleting 10: ~~2 4 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 15 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22CE10085;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22GG10004;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS30028;10;0;10;10;10;10;20;15;85;Incorrect output for some test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 15 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22CE10045;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22IE10027;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22PH10032;0;0;0;0;10;10;20;0;40;Incorrect output for most of the test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=15~~~~Exp OUT:~~Output after deleting 15: ~~5 10 20 25~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~n=5~~LL[n]=5 4 3 2 1~~m=5~~~~Exp OUT:~~Output after deleting 5: ~~4 3 2 1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~n=5~~LL[n]=2 4 6 8 10~~m=10~~~~Exp OUT:~~Output after deleting 10: ~~2 4 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22PH10013;10;10;10;10;10;10;20;20;100;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22AE30007;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22IM10020;0;10;10;0;10;10;20;10;70;Incorrect output for some test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=15~~~~Exp OUT:~~Output after deleting 15: ~~5 10 20 25~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~n=5~~LL[n]=2 4 6 8 10~~m=10~~~~Exp OUT:~~Output after deleting 10: ~~2 4 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 10 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22EX10014;10;0;10;10;10;10;20;15;85;Incorrect output for some test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 15 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22MF3IM17;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10048;10;10;10;10;0;10;20;15;85;Incorrect output for some test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 5: ~~IN:~~n=1~~LL[n]=2~~m=2~~~~Exp OUT:~~Output after deleting 2: ~~ ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 15 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22NA10041;0;0;0;0;0;10;10;0;20;The code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22BT30022;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10025;10;0;10;10;10;10;20;15;85;Incorrect output for some test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 15 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22CY10048;10;10;10;10;0;10;20;15;85;Incorrect output for some test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 5: ~~IN:~~n=1~~LL[n]=2~~m=2~~~~Exp OUT:~~Output after deleting 2: ~~ ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 15 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22CH10044;0;0;0;0;10;10;20;10;50;Segmentation fault occuring for most of the test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=15~~~~Exp OUT:~~Output after deleting 15: ~~5 10 20 25~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~n=5~~LL[n]=5 4 3 2 1~~m=5~~~~Exp OUT:~~Output after deleting 5: ~~4 3 2 1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~n=5~~LL[n]=2 4 6 8 10~~m=10~~~~Exp OUT:~~Output after deleting 10: ~~2 4 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 10 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 50 ############
22ME30023;0;0;0;0;10;10;10;0;30;Incorrect output for most of the test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=15~~~~Exp OUT:~~Output after deleting 15: ~~5 10 20 25~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~n=5~~LL[n]=5 4 3 2 1~~m=5~~~~Exp OUT:~~Output after deleting 5: ~~4 3 2 1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~n=5~~LL[n]=2 4 6 8 10~~m=10~~~~Exp OUT:~~Output after deleting 10: ~~2 4 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22CY10028;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AE10014;0;0;0;0;0;10;10;0;20;The code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22HS10050;0;0;0;0;0;10;10;0;20;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22EC10039;10;0;10;10;10;10;20;15;85;Incorrect output for some test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 15 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22ME30061;0;0;0;0;0;10;20;0;30;Incorrect output for most of the test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=15~~~~Exp OUT:~~Output after deleting 15: ~~5 10 20 25~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~n=5~~LL[n]=5 4 3 2 1~~m=5~~~~Exp OUT:~~Output after deleting 5: ~~4 3 2 1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~n=5~~LL[n]=2 4 6 8 10~~m=10~~~~Exp OUT:~~Output after deleting 10: ~~2 4 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 5: ~~IN:~~n=1~~LL[n]=2~~m=2~~~~Exp OUT:~~Output after deleting 2: ~~ ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22CS10029;10;10;10;10;10;10;20;20;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MA10002;10;10;10;10;10;10;20;20;100;Great Job~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI10013;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10064;0;0;0;0;0;10;10;0;20;Segmentation fault occuring for most of the test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=15~~~~Exp OUT:~~Output after deleting 15: ~~5 10 20 25~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~n=5~~LL[n]=5 4 3 2 1~~m=5~~~~Exp OUT:~~Output after deleting 5: ~~4 3 2 1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~n=5~~LL[n]=2 4 6 8 10~~m=10~~~~Exp OUT:~~Output after deleting 10: ~~2 4 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 5: ~~IN:~~n=1~~LL[n]=2~~m=2~~~~Exp OUT:~~Output after deleting 2: ~~ ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22HS10010;10;0;10;10;0;10;20;10;70;Segmentation fault occuring for most of the test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 5: ~~IN:~~n=1~~LL[n]=2~~m=2~~~~Exp OUT:~~Output after deleting 2: ~~ ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 10 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22CH10004;0;0;0;0;0;5;10;0;15;The code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 15 ############
22MI33013;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10019;0;10;10;10;10;10;20;15;85;Incorrect output for some test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=15~~~~Exp OUT:~~Output after deleting 15: ~~5 10 20 25~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 15 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22MF10026;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS10069;10;10;10;10;10;10;20;20;100;Good~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22PH10051;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
