"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (20)";"Code_3 (30)";"Total_Marks (100)";"Comments"
22NA10041;0;0;0;0;10;20;30;60;Use nested loops, your i loop and j loop became separate instead on one inside the other. otherwise the program is perfect~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22BT30022;10;10;10;10;10;20;30;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~enter number1~~22~~333~~~~~~Your output:~~enter number1~~22~~333~~4444~~~~~~Your output:~~enter number1~~22~~333~~4444~~55555~~~~~~Your output:~~enter number1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CE10025;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10048;10;10;10;10;10;20;30;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter any integer between 2 to 10:- 1~~22~~333~~~~~~Your output:~~Enter any integer between 2 to 10:- 1~~22~~333~~4444~~~~~~Your output:~~Enter any integer between 2 to 10:- 1~~22~~333~~4444~~55555~~~~~~Your output:~~Enter any integer between 2 to 10:- 1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CH10044;10;10;10;10;10;20;30;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the value of n in range[2,10]:-1~~22~~333~~~~~~Your output:~~Enter the value of n in range[2,10]:-1~~22~~333~~4444~~~~~~Your output:~~Enter the value of n in range[2,10]:-1~~22~~333~~4444~~55555~~~~~~Your output:~~Enter the value of n in range[2,10]:-1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30023;10;10;10;10;10;20;30;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~enter the  number: 123~~~~Your output:~~enter the  number: 1234~~~~Your output:~~enter the  number: 12345~~~~Your output:~~enter the  number: 123456~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CY10028;10;10;10;10;10;20;30;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number :1 ~~2 2 ~~3 3 3 ~~~~~~Your output:~~Enter the number :1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~~~~~Your output:~~Enter the number :1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~~~~~Your output:~~Enter the number :1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~6 6 6 6 6 6 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22AE10014;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22HS10050;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10039;10;10;10;10;10;20;30;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~enter the value of n [2,10]:1 ~~2 2 ~~3 3 3 ~~~~~~Your output:~~enter the value of n [2,10]:1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~~~~~Your output:~~enter the value of n [2,10]:1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~~~~~Your output:~~enter the value of n [2,10]:1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~6 6 6 6 6 6 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30061;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS10029;10;10;10;10;10;20;30;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~1 ~~2 2 ~~3 3 3 ~~~~~~Your output:~~1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~~~~~Your output:~~1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~~~~~Your output:~~1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~6 6 6 6 6 6 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MA10002;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI10013;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10064;10;10;10;10;10;20;30;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number of rows in the range[2,10]: 1~~22~~333~~~~~~Your output:~~Enter the number of rows in the range[2,10]: 1~~22~~333~~4444~~~~~~Your output:~~Enter the number of rows in the range[2,10]: 1~~22~~333~~4444~~55555~~~~~~Your output:~~Enter the number of rows in the range[2,10]: 1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22HS10010;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10004;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI33013;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10019;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MF10026;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS10069;10;10;10;10;10;20;30;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number of rows(Remember 1<N<11) :   1~~  2  2~~  3  3  3~~~~~~Your output:~~Enter the number of rows(Remember 1<N<11) :   1~~  2  2~~  3  3  3~~  4  4  4  4~~~~~~Your output:~~Enter the number of rows(Remember 1<N<11) :   1~~  2  2~~  3  3  3~~  4  4  4  4~~  5  5  5  5  5~~~~~~Your output:~~Enter the number of rows(Remember 1<N<11) :   1~~  2  2~~  3  3  3~~  4  4  4  4~~  5  5  5  5  5~~  6  6  6  6  6  6~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22PH10051;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22IM10039;10;10;10;10;10;20;30;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~Enter a number between 2 and 10 : 1~~22~~333~~~~~~Your output:~~Enter a number between 2 and 10 : 1~~22~~333~~4444~~~~~~Your output:~~Enter a number between 2 and 10 : 1~~22~~333~~4444~~55555~~~~~~Your output:~~Enter a number between 2 and 10 : 1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22BT30002;10;10;10;10;10;20;30;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number of rows: 1 ~~2 2 ~~3 3 3 ~~~~~~Your output:~~Enter the number of rows: 1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~~~~~Your output:~~Enter the number of rows: 1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~~~~~Your output:~~Enter the number of rows: 1 ~~2 2 ~~3 3 3 ~~4 4 4 4 ~~5 5 5 5 5 ~~6 6 6 6 6 6 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MT30016;0;0;0;0;0;20;0;20;You have submitted the wrong file in this.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 0 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22ME10083;10;10;10;10;10;20;30;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number of rows:~~1~~22~~333~~~~~~Your output:~~Enter the number of rows:~~1~~22~~333~~4444~~~~~~Your output:~~Enter the number of rows:~~1~~22~~333~~4444~~55555~~~~~~Your output:~~Enter the number of rows:~~1~~22~~333~~4444~~55555~~666666~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS30048;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC30027;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10026;0;0;0;0;10;20;25;55;The logic is correct, just that instead of printing num you should print count.~~~~========= TEST CASES =========~~~~~~Your output:~~enter the num3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~3count~~~~~~FAILED: Test Case 1: ~~IN:~~3~~~~Exp OUT:~~1~~2 2~~3 3 3~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter the num4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~4count~~~~~~FAILED: Test Case 2: ~~IN:~~4~~~~Exp OUT:~~1~~2 2~~3 3 3~~4 4 4 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter the num5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~5count~~~~~~FAILED: Test Case 3: ~~IN:~~5~~~~Exp OUT:~~1~~2 2~~3 3 3~~4 4 4 4~~5 5 5 5 5~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter the num6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~6count~~~~~~FAILED: Test Case 4: ~~IN:~~6~~~~Exp OUT:~~1~~2 2~~3 3 3~~4 4 4 4~~5 5 5 5 5~~6 6 6 6 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 25 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 55 ############
22CE10005;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10040;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10008;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10068;0;0;0;0;10;20;15;45;Your logic is correct, just practice some syntax and you will be fine~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 15 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 45 ############
22AG30048;0;0;0;0;10;20;30;60;Your program is correct, just you have some errors in your file.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 30 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22BT10019;0;0;0;0;10;20;0;30;You have changed the question and printed your own pattern. The question has asked for some other pattern.~~~~========= TEST CASES =========~~~~~~Your output:~~enter the number of rows1~~123~~1~~~~~~FAILED: Test Case 1: ~~IN:~~3~~~~Exp OUT:~~1~~2 2~~3 3 3~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter the number of rows~~12~~1234~~12~~~~~~FAILED: Test Case 2: ~~IN:~~4~~~~Exp OUT:~~1~~2 2~~3 3 3~~4 4 4 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter the number of rows1~~123~~12345~~123~~1~~~~~~FAILED: Test Case 3: ~~IN:~~5~~~~Exp OUT:~~1~~2 2~~3 3 3~~4 4 4 4~~5 5 5 5 5~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~enter the number of rows~~12~~1234~~123456~~1234~~12~~~~~~FAILED: Test Case 4: ~~IN:~~6~~~~Exp OUT:~~1~~2 2~~3 3 3~~4 4 4 4~~5 5 5 5 5~~6 6 6 6 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Coded 2 loops~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Implemented correct pattern Logic~~  Mark/s obtained: 0 out of 30~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22CH10024;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
