"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (20)";"Code_4 (20)";"Total_Marks (100)";"Comments"
22EC30007;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MF10007;0;0;0;0;10;0;0;0;10;Try to practice programming more. Take help from your friends. You will need to get better in 	order to pass~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22NA10003;5;5;5;5;10;10;20;20;80;You are not supposed to take finite number of inputs.~~ The user will keep entering numbers and you just have to run an infinite loop.~~~~========= TEST CASES =========~~~~~~Your output:~~To terminate the code enter a negative number~~Enter the values <Program terminates>~~~~~~FAILED: Test Case 1: ~~IN:~~Enter numbers: 1 -1~~~~Exp OUT:~~Largest number: 1~~Second largest number: Value Not yet entered~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~To terminate the code enter a negative number~~Enter the values <Program terminates>~~~~~~FAILED: Test Case 2: ~~IN:~~Enter numbers: 1 2 5 4 -1~~~~Exp OUT:~~Largest number: 5~~Second largest number: 4~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~To terminate the code enter a negative number~~Enter the values <Program terminates>~~~~~~FAILED: Test Case 3: ~~IN:~~Enter numbers: 1 2 5 4 8 2 -1~~~~Exp OUT:~~Largest number: 8~~Second largest number: 5~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~To terminate the code enter a negative number~~Enter the values <Program terminates>~~~~~~FAILED: Test Case 4: ~~IN:~~Enter numbers: 1 2 5 4 8 2 1 1 -10 ~~~~Exp OUT:~~<Program terminates~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22MT10023;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10045;5;5;5;5;10;0;20;20;70;Please follow instructions and dont change the conditions for terminations.~~~~========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~IN:~~Enter numbers: 1 -1~~~~Exp OUT:~~Largest number: 1~~Second largest number: Value Not yet entered~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~IN:~~Enter numbers: 1 2 5 4 -1~~~~Exp OUT:~~Largest number: 5~~Second largest number: 4~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 3: ~~IN:~~Enter numbers: 1 2 5 4 8 2 -1~~~~Exp OUT:~~Largest number: 8~~Second largest number: 5~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 4: ~~IN:~~Enter numbers: 1 2 5 4 8 2 1 1 -10 ~~~~Exp OUT:~~<Program terminates~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22AE10034;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10085;5;5;5;5;10;0;20;20;70;You are not supposed to ask user for the number of inputs.~~ The user will keep entering numbers and you just have to run an infinite loop.~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the value of nEnter array nosMax:0 Second max:-1~~~~FAILED: Test Case 1: ~~IN:~~Enter numbers: 1 -1~~~~Exp OUT:~~Largest number: 1~~Second largest number: Value Not yet entered~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the value of nEnter array nosMax:2 Second max:0~~~~FAILED: Test Case 2: ~~IN:~~Enter numbers: 1 2 5 4 -1~~~~Exp OUT:~~Largest number: 5~~Second largest number: 4~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the value of nEnter array nosMax:2 Second max:0~~~~FAILED: Test Case 3: ~~IN:~~Enter numbers: 1 2 5 4 8 2 -1~~~~Exp OUT:~~Largest number: 8~~Second largest number: 5~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the value of nEnter array nosMax:2 Second max:0~~~~FAILED: Test Case 4: ~~IN:~~Enter numbers: 1 2 5 4 8 2 1 1 -10 ~~~~Exp OUT:~~<Program terminates~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22GG10004;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS30028;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10045;5;5;5;5;10;10;20;20;80;You are not supposed to take finite number of inputs.~~ The user will keep entering numbers and you just have to run an infinite loop.~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the numbers<program terminates>016~~~~FAILED: Test Case 1: ~~IN:~~Enter numbers: 1 -1~~~~Exp OUT:~~Largest number: 1~~Second largest number: Value Not yet entered~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the numbers<program terminates>016~~~~FAILED: Test Case 2: ~~IN:~~Enter numbers: 1 2 5 4 -1~~~~Exp OUT:~~Largest number: 5~~Second largest number: 4~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the numbers<program terminates>016~~~~FAILED: Test Case 3: ~~IN:~~Enter numbers: 1 2 5 4 8 2 -1~~~~Exp OUT:~~Largest number: 8~~Second largest number: 5~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the numbers<program terminates>016~~~~FAILED: Test Case 4: ~~IN:~~Enter numbers: 1 2 5 4 8 2 1 1 -10 ~~~~Exp OUT:~~<Program terminates~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22IE10027;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22PH10032;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22PH10013;5;5;5;5;10;0;20;20;70;You are not supposed to take finite number of inputs.~~ The user will keep entering numbers and you just have to run an infinite loop.~~~~========= TEST CASES =========~~~~~~Your output:~~-1 is the largest number~~-1 is the second largst number~~~~~~FAILED: Test Case 1: ~~IN:~~Enter numbers: 1 -1~~~~Exp OUT:~~Largest number: 1~~Second largest number: Value Not yet entered~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~2 is the largest number~~2 is the second largst number~~~~~~FAILED: Test Case 2: ~~IN:~~Enter numbers: 1 2 5 4 -1~~~~Exp OUT:~~Largest number: 5~~Second largest number: 4~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~2 is the largest number~~2 is the second largst number~~~~~~FAILED: Test Case 3: ~~IN:~~Enter numbers: 1 2 5 4 8 2 -1~~~~Exp OUT:~~Largest number: 8~~Second largest number: 5~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~2 is the largest number~~2 is the second largst number~~~~~~FAILED: Test Case 4: ~~IN:~~Enter numbers: 1 2 5 4 8 2 1 1 -10 ~~~~Exp OUT:~~<Program terminates~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22AE30007;10;5;10;10;10;10;20;10;85;========= TEST CASES =========~~~~~~Your output:~~Enter number: Largest number: 1 ~~Second largest number: 0 ~~Enter number: ~~~~Your output:~~Enter number: Largest number: 1 ~~Second largest number: 0 ~~Enter number: Largest number: 2 ~~Second largest number: 1 ~~Enter number: Largest number: 5 ~~Second largest number: 2 ~~Enter number: Largest number: 5 ~~Second largest number: 2 ~~Enter number: ~~~~FAILED: Test Case 2: ~~IN:~~Enter numbers: 1 2 5 4 -1~~~~Exp OUT:~~Largest number: 5~~Second largest number: 4~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter number: Largest number: 1 ~~Second largest number: 0 ~~Enter number: Largest number: 2 ~~Second largest number: 1 ~~Enter number: Largest number: 5 ~~Second largest number: 2 ~~Enter number: Largest number: 5 ~~Second largest number: 2 ~~Enter number: Largest number: 8 ~~Second largest number: 5 ~~Enter number: Largest number: 8 ~~Second largest number: 5 ~~Enter number: ~~~~Your output:~~Enter number: Largest number: 1 ~~Second largest number: 0 ~~Enter number: Largest number: 2 ~~Second largest number: 1 ~~Enter number: Largest number: 5 ~~Second largest number: 2 ~~Enter number: Largest number: 5 ~~Second largest number: 2 ~~Enter number: Largest number: 8 ~~Second largest number: 5 ~~Enter number: Largest number: 8 ~~Second largest number: 5 ~~Enter number: Largest number: 8 ~~Second largest number: 5 ~~Enter number: Largest number: 8 ~~Second largest number: 5 ~~Enter number: ~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 10 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22IM10020;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EX10014;10;10;10;10;10;10;20;20;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Please enter your numberLargest Number: 1 ~~Second Largest Number: Value not entered yet ~~Please enter your number~~~~Your output:~~Please enter your numberLargest Number: 1 ~~Second Largest Number: Value not entered yet ~~Please enter your numberLargest Number: 2 ~~Second Largest Number: 1 ~~Please enter your numberLargest Number: 5 ~~Second Largest Number: 2 ~~Please enter your numberLargest Number: 5 ~~Second Largest Number: 4 ~~Please enter your number~~~~Your output:~~Please enter your numberLargest Number: 1 ~~Second Largest Number: Value not entered yet ~~Please enter your numberLargest Number: 2 ~~Second Largest Number: 1 ~~Please enter your numberLargest Number: 5 ~~Second Largest Number: 2 ~~Please enter your numberLargest Number: 5 ~~Second Largest Number: 4 ~~Please enter your numberLargest Number: 8 ~~Second Largest Number: 5 ~~Please enter your numberLargest Number: 8 ~~Second Largest Number: 5 ~~Please enter your number~~~~Your output:~~Please enter your numberLargest Number: 1 ~~Second Largest Number: Value not entered yet ~~Please enter your numberLargest Number: 2 ~~Second Largest Number: 1 ~~Please enter your numberLargest Number: 5 ~~Second Largest Number: 2 ~~Please enter your numberLargest Number: 5 ~~Second Largest Number: 4 ~~Please enter your numberLargest Number: 8 ~~Second Largest Number: 5 ~~Please enter your numberLargest Number: 8 ~~Second Largest Number: 5 ~~Please enter your numberLargest Number: 8 ~~Second Largest Number: 5 ~~Please enter your numberLargest Number: 8 ~~Second Largest Number: 5 ~~Please enter your number~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MF3IM17;10;10;10;10;10;10;20;20;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~enter the number~~largest number=1~~second largest number: value not yet enteredenter the number~~largest number=1~~second largest number=0~~~~~~Your output:~~enter the number~~largest number=1~~second largest number: value not yet enteredenter the number~~largest number=2~~second largest number=0~~enter the number~~largest number=5~~second largest number=2~~enter the number~~largest number=5~~second largest number=4~~enter the number~~largest number=5~~second largest number=4~~~~~~Your output:~~enter the number~~largest number=1~~second largest number: value not yet enteredenter the number~~largest number=2~~second largest number=0~~enter the number~~largest number=5~~second largest number=2~~enter the number~~largest number=5~~second largest number=4~~enter the number~~largest number=8~~second largest number=5~~enter the number~~largest number=8~~second largest number=5~~enter the number~~largest number=8~~second largest number=5~~~~~~Your output:~~enter the number~~largest number=1~~second largest number: value not yet enteredenter the number~~largest number=2~~second largest number=0~~enter the number~~largest number=5~~second largest number=2~~enter the number~~largest number=5~~second largest number=4~~enter the number~~largest number=8~~second largest number=5~~enter the number~~largest number=8~~second largest number=5~~enter the number~~largest number=8~~second largest number=5~~enter the number~~largest number=8~~second largest number=5~~enter the number~~largest number=8~~second largest number=5~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE10048;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22NA10041;0;0;0;0;10;0;0;0;10;Try to practice programming more. Take help from your friends. You will need to get better in 	order to pass~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22BT30022;8;8;8;8;10;10;20;5;77;========= TEST CASES =========~~~~~~Your output:~~Enter positive numbers~~The maximum number is 1.000000~~~~~~FAILED: Test Case 1: ~~IN:~~Enter numbers: 1 -1~~~~Exp OUT:~~Largest number: 1~~Second largest number: Value Not yet entered~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter positive numbers~~The maximum number is 5.000000~~~~~~FAILED: Test Case 2: ~~IN:~~Enter numbers: 1 2 5 4 -1~~~~Exp OUT:~~Largest number: 5~~Second largest number: 4~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter positive numbers~~The maximum number is 8.000000~~~~~~FAILED: Test Case 3: ~~IN:~~Enter numbers: 1 2 5 4 8 2 -1~~~~Exp OUT:~~Largest number: 8~~Second largest number: 5~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter positive numbers~~The maximum number is 8.000000~~~~~~FAILED: Test Case 4: ~~IN:~~Enter numbers: 1 2 5 4 8 2 1 1 -10 ~~~~Exp OUT:~~<Program terminates~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 5 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 77 ############
22CE10025;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10048;10;10;10;10;10;10;20;20;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~enter values: Largest: 1~~Value not entered yet~~~~~~Your output:~~enter values: Largest: 1~~Value not entered yet~~Largest: 2~~Second largest: 1~~Largest: 5~~Second largest: 2~~Largest: 5~~Second largest: 4~~~~~~Your output:~~enter values: Largest: 1~~Value not entered yet~~Largest: 2~~Second largest: 1~~Largest: 5~~Second largest: 2~~Largest: 5~~Second largest: 4~~Largest: 8~~Second largest: 5~~Largest: 8~~Second largest: 5~~~~~~Your output:~~enter values: Largest: 1~~Value not entered yet~~Largest: 2~~Second largest: 1~~Largest: 5~~Second largest: 2~~Largest: 5~~Second largest: 4~~Largest: 8~~Second largest: 5~~Largest: 8~~Second largest: 5~~Largest: 8~~Second largest: 5~~Largest: 8~~Second largest: 5~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CH10044;5;5;5;5;10;10;20;20;80;You are not supposed to ask user for the number of inputs.~~ The user will keep entering numbers and you just have to run an infinite loop.~~~~========= TEST CASES =========~~~~~~Your output:~~Enter size of array:-Enter numbers are:-largest number is -1~~Second largest number :- value not yet entered~~~~~~FAILED: Test Case 1: ~~IN:~~Enter numbers: 1 -1~~~~Exp OUT:~~Largest number: 1~~Second largest number: Value Not yet entered~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter size of array:-Enter numbers are:-largest number is 2~~Second largest number :- value not yet entered~~~~~~FAILED: Test Case 2: ~~IN:~~Enter numbers: 1 2 5 4 -1~~~~Exp OUT:~~Largest number: 5~~Second largest number: 4~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter size of array:-Enter numbers are:-largest number is 2~~Second largest number :- value not yet entered~~~~~~FAILED: Test Case 3: ~~IN:~~Enter numbers: 1 2 5 4 8 2 -1~~~~Exp OUT:~~Largest number: 8~~Second largest number: 5~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter size of array:-Enter numbers are:-largest number is 2~~Second largest number :- value not yet entered~~~~~~FAILED: Test Case 4: ~~IN:~~Enter numbers: 1 2 5 4 8 2 1 1 -10 ~~~~Exp OUT:~~<Program terminates~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22ME30023;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10028;5;5;5;5;10;10;10;0;50;Try to practice programming more. Take help from your friends. You will need to get better in order to pass~~~~========= TEST CASES =========~~~~~~Your output:~~Enter The Numbers :~~ Largest Number: 1 ~~ Second largest number: Value not yet entered ~~6619240~~~~FAILED: Test Case 1: ~~IN:~~Enter numbers: 1 -1~~~~Exp OUT:~~Largest number: 1~~Second largest number: Value Not yet entered~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter The Numbers :~~ Largest Number: 1 ~~ Second largest number: Value not yet entered ~~6619240Largest Number: 7012451Largest Number: 7471205~~~~FAILED: Test Case 2: ~~IN:~~Enter numbers: 1 2 5 4 -1~~~~Exp OUT:~~Largest number: 5~~Second largest number: 4~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter The Numbers :~~ Largest Number: 1 ~~ Second largest number: Value not yet entered ~~6619240Largest Number: 7012451Largest Number: 7471205Largest Number: 7536755~~~~FAILED: Test Case 3: ~~IN:~~Enter numbers: 1 2 5 4 8 2 -1~~~~Exp OUT:~~Largest number: 8~~Second largest number: 5~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter The Numbers :~~ Largest Number: 1 ~~ Second largest number: Value not yet entered ~~6619240Largest Number: 7012451Largest Number: 7471205Largest Number: 7536755Largest Number: 7143534Largest Number: 7209061~~~~FAILED: Test Case 4: ~~IN:~~Enter numbers: 1 2 5 4 8 2 1 1 -10 ~~~~Exp OUT:~~<Program terminates~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 50 ############
22AE10014;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22HS10050;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10039;10;10;10;10;10;10;20;20;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~enter numbers:largest number: 1~~second largest value : not yet entered~~~~~~Your output:~~enter numbers:largest number: 5~~second largest value :4~~~~~~Your output:~~enter numbers:largest number: 8~~second largest value :5~~~~~~Your output:~~enter numbers:largest number: 8~~second largest value :5~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30061;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS10029;5;5;5;5;10;10;20;20;80;Dont change the input conditions on your own. Follow intructions given in the problem.~~~~========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~IN:~~Enter numbers: 1 -1~~~~Exp OUT:~~Largest number: 1~~Second largest number: Value Not yet entered~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~IN:~~Enter numbers: 1 2 5 4 -1~~~~Exp OUT:~~Largest number: 5~~Second largest number: 4~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 3: ~~IN:~~Enter numbers: 1 2 5 4 8 2 -1~~~~Exp OUT:~~Largest number: 8~~Second largest number: 5~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 4: ~~IN:~~Enter numbers: 1 2 5 4 8 2 1 1 -10 ~~~~Exp OUT:~~<Program terminates~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22MA10002;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI10013;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
